Gene	Chim2012.logFC	Chim2012.padj
ANKRD52	0.08934222	0.782948
ANKRD53	-0.0795639	0.7145014
ANKRD54	-0.19410467	0.5293155
ANKRD55	0.03734994	0.8831125
ANKRD6	0.84145775	0.0507707
ANKRD60	-0.18732147	0.294025
ANKRD65	-0.06792421	0.7473121
ANKRD7	-0.06091547	0.7846699
ANKRD9	0.80021983	0.021972
ANKS1A	0.38384695	0.2153798
ANKS1B	0.54012614	0.0047272
ANKS3	-0.07712993	0.8375236
ANKS4B	0.15755787	0.3968689
ANKS6	0.18886108	0.1975855
ANKUB1	-0.13529592	0.3843259
ANKZF1	0.37712374	0.1019081
ANLN	-0.43540068	0.1673968
ANO1	-0.46995201	0.134024
ANO10	-0.02804079	0.9110284
ANO2	0.92578278	0.0169009
ANO3	0.41863088	0.7196898
ANO4	-0.0586288	0.7803892
ANO5	-0.17473716	0.2338003
ANO6	-0.22454424	0.1854601
ANO7	0.05179062	0.8516715
ANO8	0.17662291	0.522981
ANO9	-0.02588267	0.9325866
ANOS1	0.21597443	0.4880033
ANP32A	-1.20803612	0.0003091
ANP32A-IT1	0.51859599	0.0044839
ANP32B	0.17666168	0.2448489
ANP32C	-0.04121809	0.8666105
ANP32D	0.03302817	0.8506013
ANP32E	-1.0500225	0.0071096
ANPEP	-0.64549236	0.030341
ANTXR1	0.15865202	0.7640904
ANTXR2	-0.62653075	0.0015131
ANXA1	-2.95272034	0.0020828
ANXA10	0.0062489	0.9812203
ANXA11	0.27412567	0.1223797
ANXA13	-0.12514286	0.4770852
ANXA2	-0.11432838	0.7450444
ANXA2P1	0.02404776	0.9250647
ANXA2P2	0.09457722	0.7975702
ANXA2P3	0.12752328	0.6956432
ANXA2R	0.25454164	0.1522833
ANXA3	-0.31430311	0.5158243
ANXA4	0.61522466	0.1819264
ANXA5	-0.03906632	0.8847711
ANXA6	-0.98301601	0.0004601
ANXA7	-0.23261165	0.1861776
ANXA9	-0.20189128	0.2346052
AOAH	0.12751198	0.6866114
AOC1	0.15805475	0.9080552
AOC2	0.05458965	0.7912184
AOC3	-0.78433971	0.0756882
AOC4P	0.0295455	0.9353171
AOX1	0.3567492	0.7611757
AOX2P	-0.10280356	0.6301628
AP1AR	-0.10615082	0.5096795
AP1B1	0.25548373	0.2111258
AP1G1	-0.46011028	0.0184005
AP1G2	0.4749279	0.0374943
AP1M1	0.34717494	0.2932709
AP1M2	0.32859793	0.2634
AP1S1	0.1652009	0.3591224
AP1S2	0.12400494	0.4918832
AP1S3	0.14577961	0.3357282
AP2A1	1.32437153	0.0004601
AP2A2	0.27527532	0.1456939
AP2B1	-1.18078898	0.0001856
AP2M1	-0.02055378	0.9544933
AP2S1	0.25060062	0.190577
AP3B1	-0.48726573	0.0157888
AP3B2	-0.03763556	0.8997848
AP3D1	-0.99159986	0.0027512
AP3M1	0.15127392	0.4575576
AP3M2	0.24314251	0.4301096
AP3S1	-0.18452931	0.3207979
AP4B1	0.14993449	0.5550965
AP4E1	-0.15413036	0.4904834
AP4M1	0.06412611	0.8717185
AP4S1	0.45190319	0.0932337
AP5B1	0.70670447	0.0035922
AP5M1	0.39499083	0.0706888
AP5S1	0.00997829	0.9709163
APAF1	-0.17468991	0.3925893
APBA1	0.3389277	0.2288578
APBA2	-0.10556536	0.6494733
APBA3	0.46767144	0.0231947
APBB1	-0.22816677	0.3535261
APBB1IP	-0.16999083	0.2990804
APBB2	0.75579639	0.0021904
APC	-0.54105754	0.0164281
APC2	0.03906546	0.8574619
APCDD1	-0.12378226	0.8899872
APCDD1L	-0.12536301	0.5773065
APCDD1L-AS1	-0.07194443	0.6785697
APCS	-0.05658541	0.8717185
APEH	0.15350328	0.4209386
APELA	-0.14079294	0.6758383
APEX1	0.11817265	0.8006999
APEX2	-0.24755793	0.1071412
APH1A	-0.61727657	0.0393424
APH1B	-0.23563423	0.2854084
API5	-0.52467118	0.0093945
APIP	-0.14568539	0.3212799
APLF	-0.08220887	0.7736503
APLN	-0.45930252	0.3128995
APLNR	0.3941825	0.2465073
APLP1	-0.0477911	0.8952683
APLP2	-0.59893837	0.0031682
APMAP	-0.2917499	0.4568146
APOA1	0.17586274	0.4794497
APOA2	-0.04233461	0.8449447
APOA4	0.10434542	0.6140422
APOA5	-0.08461208	0.8011484
APOB	0.21913372	0.3248866
APOBEC1	-0.16410403	0.5204335
APOBEC2	-0.10953856	0.8159375
APOBEC3B	0.04126468	0.9102602
APOBEC3C	0.5522069	0.0206255
APOBEC3D	0.03055873	0.8925507
APOBEC3F	0.14552483	0.4281677
APOBEC3G	-0.15311155	0.6107072
APOBEC4	-0.12544866	0.5296145
APOBR	0.12132783	0.5989014
APOC1	-0.54599657	0.1186095
APOC2	-0.08540263	0.6791304
APOC3	0.52036504	0.4221654
APOD	-1.23418343	0.0574313
APOE	-0.41975431	0.3307856
APOF	-0.08312297	0.6681818
APOH	-0.24214244	0.3053984
APOL1	0.03892193	0.9449027
APOL2	0.14568043	0.6520847
APOL3	0.32554712	0.4752404
APOL4	-0.18802934	0.4776994
APOL5	-0.00718174	0.9832297
APOL6	0.34990511	0.0629635
APOLD1	1.23395997	0.0963006
APOM	-0.21005955	0.3254973
APOO	0.01168708	0.9897965
APOOL	0.51585466	0.0642953
APOPT1	0.97246428	0.0014508
APP	-0.76694374	0.0220444
APPBP2	0.80506958	0.0014194
APPL1	-0.3693306	0.2828511
APPL2	0.14802027	0.7084751
APRT	-0.0919035	0.5209375
APTR	-0.12390294	0.6864167
APTX	0.21030026	0.3086228
AQP1	0.2182456	0.4535227
AQP10	0.02654281	0.9098718
AQP11	0.00164298	0.9991682
AQP2	-0.04352842	0.8038915
AQP3	-0.06309109	0.9137919
AQP4	-0.29084415	0.1506569
AQP4-AS1	-0.13204432	0.3534755
AQP5	-0.12224884	0.6892253
AQP6	-0.18985748	0.4060052
AQP8	-0.04836521	0.8178221
AQP9	-0.30005441	0.3171406
AQR	0.59464625	0.059448
AR	-0.24782815	0.2929688
ARAF	-0.17757325	0.2565955
ARAP1	0.32254705	0.4320996
ARAP2	0.35507573	0.5029764
ARAP3	0.11443262	0.8177307
ARC	0.1414998	0.5075624
ARCN1	-0.08522015	0.6634989
AREG	0.53527394	0.0116716
AREL1	-0.15598822	0.6699406
ARF1	0.43248377	0.0430559
ARF3	0.16196785	0.3274082
ARF4	-0.19625416	0.1917915
ARF5	-0.13207693	0.6020677
ARF6	-1.08427668	0.0013991
ARFGAP1	0.46678657	0.0553255
ARFGAP2	0.10835781	0.6865821
ARFGAP3	0.02080164	0.9199005
ARFGEF1	-1.08264713	0.0011186
ARFGEF2	-0.7159895	0.0354285
ARFGEF3	0.35493994	0.0945585
ARFIP1	-1.64685515	0.0008187
ARFIP2	-0.1665596	0.4901454
ARFRP1	-0.26318902	0.228446
ARG1	-0.07899952	0.7322984
ARG2	-0.34474783	0.1796248
ARGLU1	-1.25226794	0.000882
ARHGAP1	0.37789364	0.030906
ARHGAP10	0.01748247	0.9571023
ARHGAP11A	-0.121979	0.4217735
ARHGAP12	-0.06145487	0.8967396
ARHGAP17	0.47646409	0.1476033
ARHGAP18	-1.34869204	0.00078
ARHGAP19	0.28952951	0.2613098
ARHGAP20	-0.48133036	0.0949646
ARHGAP21	0.49559145	0.0178659
ARHGAP22	0.06438637	0.7888443
ARHGAP22-IT1	-0.24590874	0.1286177
ARHGAP23	-0.39418445	0.0805783
ARHGAP24	-1.15320167	0.0048515
ARHGAP25	-0.09880734	0.6324996
ARHGAP26	0.79620485	0.0013085
ARHGAP26-AS1	0.02651343	0.9210666
ARHGAP27	0.35230093	0.0874868
ARHGAP28	-0.5624003	0.0487467
ARHGAP29	0.50208292	0.0108136
ARHGAP30	0.65712699	0.0168677
ARHGAP31	-0.13588815	0.5630704
ARHGAP32	0.75189325	0.0024511
ARHGAP33	-0.32860117	0.1050644
ARHGAP35	0.44283838	0.272403
ARHGAP36	-0.29203348	0.1001956
ARHGAP39	0.27873159	0.1043339
ARHGAP4	0.50171529	0.0627101
ARHGAP42	0.48106232	0.3021178
ARHGAP44	0.21791825	0.1356597
ARHGAP45	0.47588273	0.2853724
ARHGAP5	-0.99065952	0.001737
ARHGAP5-AS1	0.12488727	0.4980782
ARHGAP6	-0.40212755	0.4651886
ARHGAP9	0.30048056	0.3485514
ARHGDIA	0.22322912	0.1430623
ARHGDIB	0.28164415	0.6200663
ARHGDIG	0.07183351	0.7883437
ARHGEF1	0.80302877	0.0017621
ARHGEF10	0.45868339	0.0947747
ARHGEF10L	0.33477678	0.1288905
ARHGEF11	0.20044794	0.3383046
ARHGEF12	-0.31432323	0.1072897
ARHGEF15	0.15797691	0.3428243
ARHGEF16	0.08291159	0.7245527
ARHGEF17	-0.17321443	0.5672719
ARHGEF18	0.172855	0.4147629
ARHGEF19	-0.06388483	0.8582959
ARHGEF2	-0.4991271	0.0106161
ARHGEF25	-0.10379033	0.5241697
ARHGEF26	0.26171465	0.1157093
ARHGEF26-AS1	0.0543808	0.7626399
ARHGEF28	-0.33855962	0.2561343
ARHGEF3	0.1135313	0.65862
ARHGEF33	-0.1966023	0.3534808
ARHGEF37	0.01251393	0.9844253
ARHGEF38	-0.0053832	0.9855938
ARHGEF39	0.10964623	0.5308661
ARHGEF4	0.15442634	0.4417032
ARHGEF40	0.36728726	0.1502897
ARHGEF5	0.33918887	0.2952908
ARHGEF6	-0.50160896	0.1587149
ARHGEF7	-2.22849556	0.0012144
ARHGEF7-AS2	-0.05139112	0.858585
ARHGEF7-IT1	0.04178061	0.8517136
ARHGEF9	-0.24945121	0.2337083
ARID1A	0.61270505	0.0121924
ARID1B	0.56497354	0.1288905
ARID2	0.87679729	0.0013809
ARID3A	1.09280854	0.0037883
ARID3B	-0.15758812	0.5384761
ARID4A	-0.38838673	0.0376024
ARID4B	-1.05789013	0.0041643
ARID5A	0.28866129	0.212456
ARID5B	-0.27011614	0.2476848
ARIH1	-1.46793738	0.000089
ARIH2	0.31643477	0.0958982
ARIH2OS	0.0465909	0.7977965
ARL1	-0.27075358	0.3447136
ARL10	-0.08059502	0.6479466
ARL11	0.0606638	0.794021
ARL13B	0.26736455	0.4034205
ARL14	-0.11244602	0.5723091
ARL14EP	0.47502423	0.0661792
ARL15	0.29293272	0.6222549
ARL16	0.0508152	0.8554275
ARL2	0.54925231	0.0053424
ARL2BP	-0.48587112	0.0103522
ARL3	0.17706327	0.5598651
ARL4A	-0.42028198	0.1832539
ARL4C	1.02517136	0.0016307
ARL4D	-0.43124686	0.1232714
ARL5B	0.14345913	0.5212488
ARL5C	0.08680782	0.7844329
ARL6	-0.26795044	0.0807115
ARL6IP1	-0.18412419	0.2345323
ARL6IP4	0.39521904	0.1232454
ARL6IP5	-0.5474577	0.0204573
ARL6IP6	0.49013614	0.1038461
ARL8A	0.31669083	0.0215057
ARL8B	-0.49163303	0.191226
ARL9	0.18364988	0.36318
ARMC1	0.69945916	0.0034844
ARMC10	-0.02579393	0.9257383
ARMC12	0.20587668	0.4262584
ARMC2	0.07117267	0.7731129
ARMC3	-0.10154727	0.6374362
ARMC4	0.03296108	0.9251644
ARMC5	0.07914228	0.8330849
ARMC6	-0.1001194	0.8243571
ARMC7	0.2224348	0.2952667
ARMC8	-0.25523062	0.1480817
ARMC9	0.48233595	0.036788
ARMCX1	0.49796963	0.0606469
ARMCX2	0.09939709	0.8219552
ARMCX3	0.39815874	0.2959296
ARMCX4	-0.19208436	0.4192575
ARMCX5	0.69514618	0.1061884
ARMCX6	-0.13234653	0.426024
ARMT1	0.37789574	0.1718972
ARNT	0.61636162	0.0174116
ARNT2	0.05931792	0.8570524
ARNTL	-0.50521316	0.0224255
ARNTL2	-0.09754639	0.7787333
ARNTL2-AS1	-0.16778297	0.23412
ARPC1A	-0.48880586	0.0827396
ARPC1B	-0.3338647	0.4092595
ARPC2	-0.50843754	0.0255465
ARPC3	0.11140041	0.6478882
ARPC4	-0.6471345	0.0380867
ARPC5	0.36939678	0.0739139
ARPC5L	0.54658308	0.067904
ARPIN	-0.32284312	0.1634658
ARPP19	-0.25212783	0.4828818
ARPP21	-0.11202746	0.5875008
ARR3	-0.1847456	0.3884008
ARRB1	0.45440302	0.0605954
ARRB2	-0.01389532	0.9688637
ARRDC1	-0.31232486	0.1367155
ARRDC1-AS1	0.17889509	0.5452314
ARRDC2	0.11429205	0.5859062
ARRDC3	-0.16474533	0.3549397
ARRDC3-AS1	0.14157786	0.4651481
ARRDC4	0.26033907	0.6391868
ARSA	0.27240372	0.352251
ARSB	-0.06789379	0.7372701
ARSD	0.7818527	0.2286552
ARSE	0.04779735	0.84856
ARSF	-0.13646855	0.470191
ARSG	0.03555665	0.8890028
ARSI	0.34070693	0.5203632
ARSJ	-0.19595351	0.3767681
ARSK	-0.45194888	0.0622283
ART1	0.22539125	0.2740938
ART3	-0.1610374	0.4051026
ART4	-0.93694505	0.0310632
ART5	0.01481104	0.9594892
ARTN	0.81799115	0.0085066
ARV1	-0.19015646	0.4546218
ARVCF	0.13076391	0.4823328
ARX	0.11117411	0.594081
AS3MT	-0.15133886	0.5211544
ASAH1	-0.75305251	0.0495447
ASAH2B	0.13161993	0.4992245
ASAP1	-0.82319841	0.0139526
ASAP1-IT1	-0.67489052	0.0034062
ASAP1-IT2	0.78366088	0.008861
ASAP2	-0.0611989	0.9002057
ASAP3	-0.53221045	0.3239641
ASB1	-0.05151148	0.8234482
ASB10	-0.16821194	0.406954
ASB11	0.07309284	0.6690755
ASB12	-0.30043678	0.3212799
ASB13	-0.21933193	0.5534477
ASB14	-0.19315333	0.3415868
ASB15	-0.01373982	0.9593872
ASB16	-0.10175276	0.7868932
ASB16-AS1	0.04801407	0.8292219
ASB17	-0.07960625	0.6276662
ASB2	-1.16625442	0.0327357
ASB3	-0.04913268	0.8194019
ASB4	-0.24782343	0.1630175
ASB5	-0.06165848	0.7739198
ASB6	-0.08732014	0.7290951
ASB7	-0.40338678	0.2281341
ASB8	1.00791588	0.0004374
ASB9	0.04917693	0.8345095
ASCC1	-0.18159065	0.666651
ASCC2	-0.10650196	0.615136
ASCC3	-0.37547578	0.236162
ASCL1	0.1161891	0.6555495
ASCL2	-0.22543773	0.1201094
ASCL3	-0.16999774	0.5340552
ASCL5	-0.03803825	0.9111804
ASF1A	-0.51061773	0.1186045
ASF1B	0.19213118	0.3214413
ASGR1	-0.00468345	0.9875811
ASGR2	0.03500171	0.885682
ASH1L	1.09541205	0.0008213
ASH1L-AS1	0.59645854	0.081099
ASH2L	-0.02858028	0.9295591
ASIC1	-0.0411991	0.8328591
ASIC2	-0.13387742	0.4942543
ASIC4	-0.22624397	0.3781122
ASIC5	-0.06362267	0.656259
ASIP	0.00484858	0.9805544
ASL	0.24719519	0.5920648
ASMT	0.05828581	0.8412568
ASMTL	0.55525808	0.0481573
ASMTL-AS1	-0.21991997	0.5165317
ASNA1	0.09684314	0.7554545
ASNS	-0.0572391	0.7231631
ASNSD1	-0.03098555	0.9224871
ASPA	0.57713151	0.0437886
ASPDH	-0.1013012	0.7004508
ASPG	-0.1994523	0.3092861
ASPH	-0.3259676	0.1247693
ASPHD1	-0.14267577	0.543335
ASPHD2	0.34321375	0.2444265
ASPM	-0.14274034	0.4478284
ASPN	-0.22471228	0.2565351
ASPRV1	0.21074677	0.3518086
ASPSCR1	-0.14405346	0.6266806
ASRGL1	0.17682467	0.5168994
ASS1	-0.23693056	0.7345355
ASTE1	-0.60436811	0.185515
ASTN1	0.09703255	0.4944356
ASTN2	-0.11252027	0.5868053
ASUN	0.14764519	0.5014834
ASXL1	-0.62747407	0.0120418
ASXL2	-0.57496857	0.0988434
ASXL3	1.35273643	0.0019647
ASZ1	-0.03195152	0.8709537
ATAD1	0.81520578	0.0318585
ATAD2	-0.20767942	0.3487009
ATAD2B	-0.39699116	0.287781
ATAD3A	-0.0557374	0.8211132
ATAD3B	-0.08430328	0.7177158
ATAD3C	0.14654975	0.4939665
ATAD5	-0.16988764	0.5058943
ATAT1	-0.15329437	0.482506
ATCAY	-0.00120878	0.9970267
ATE1	-0.34284039	0.2610428
ATF1	0.70185714	0.0590969
ATF2	-1.35679231	0.0001982
ATF3	-0.8325306	0.0227385
ATF4	-0.23892002	0.2033096
ATF5	0.09595594	0.7293932
ATF6	0.32953212	0.1336503
ATF6B	0.26542554	0.1315293
ATF7	0.27413549	0.1273265
ATF7IP	0.87292204	0.0029165
ATF7IP2	-0.46862879	0.0689542
ATG10	0.57164373	0.0192866
ATG101	0.05103178	0.9108179
ATG12	-0.6539987	0.0234842
ATG13	0.26827326	0.3059372
ATG14	0.35559148	0.1094861
ATG16L1	-0.57038521	0.0775349
ATG16L2	-1.14032063	0.0000996
ATG2A	0.03005809	0.9477909
ATG2B	-0.70152297	0.0270775
ATG3	0.05966678	0.7843599
ATG4A	-0.01409416	0.9723569
ATG4B	0.4442153	0.0750299
ATG4C	0.49793072	0.0792904
ATG4D	0.1600296	0.5891755
ATG5	-0.50561828	0.2856132
ATG7	-0.48829651	0.1402366
ATG9A	0.28954123	0.1723338
ATG9B	-0.85584345	0.0597513
ATIC	0.18651265	0.6051369
ATL1	0.00862103	0.9832547
ATL2	-0.43027836	0.1171389
ATL3	-0.21789532	0.2969264
ATM	2.14613913	0.000064
ATMIN	0.28013911	0.2111876
ATN1	0.15555963	0.410506
ATOH1	-0.0940793	0.6856914
ATOH7	0.02598901	0.896087
ATOH8	-0.21402153	0.4148786
ATOX1	0.419518	0.1393668
ATP10A	0.33268161	0.1340767
ATP10B	-0.11048779	0.5527839
ATP10D	0.03446102	0.9317937
ATP11A	-0.65609637	0.0636074
ATP11A-AS1	-0.13205595	0.6146933
ATP11B	-0.29298983	0.1499776
ATP11C	-0.13025246	0.3948555
ATP12A	-0.07953944	0.8257555
ATP13A1	0.24975758	0.1711744
ATP13A2	0.29904118	0.1381426
ATP13A3	-1.59109239	0.0015783
ATP13A4	-0.08621845	0.6107072
ATP13A4-AS1	-0.10992317	0.5859343
ATP13A5	-0.02927127	0.9021916
ATP1A1	0.39198474	0.2952168
ATP1A1-AS1	0.16237912	0.4481655
ATP1A2	0.18150339	0.4276449
ATP1A4	-0.37408962	0.228446
ATP1B1	-1.29253882	0.032192
ATP1B2	-0.17203565	0.5752947
ATP1B3	0.27042675	0.1770536
ATP1B4	-0.06230264	0.7735982
ATP23	0.29188214	0.1797011
ATP2A1	0.16123099	0.2373963
ATP2A1-AS1	0.0211915	0.9184227
ATP2A2	0.40691395	0.0868921
ATP2A3	-0.35306243	0.112358
ATP2B1	-0.60494929	0.2733914
ATP2B2	0.17647777	0.1999649
ATP2B3	-0.11855225	0.480015
ATP2B4	-1.03574876	0.0230058
ATP2C1	0.42559004	0.1725482
ATP2C2	0.64888086	0.3109649
ATP4A	0.0654067	0.7648969
ATP4B	-0.07847071	0.8126744
ATP5A1	0.15466747	0.4472204
ATP5B	-0.21026173	0.1971826
ATP5C1	0.06315861	0.7926508
ATP5D	0.49778872	0.0272237
ATP5E	0.08023858	0.7592366
ATP5F1	0.40473724	0.0602068
ATP5G1	-0.00128679	0.996927
ATP5G2	-0.25084305	0.074437
ATP5G2P1	0.10936818	0.7631531
ATP5G3	-0.08474903	0.6043956
ATP5H	0.27049427	0.2457715
ATP5I	0.19631548	0.5722594
ATP5J	0.02778892	0.9186953
ATP5J2	-0.00122485	0.9978739
ATP5L	0.21039636	0.4271278
ATP5O	0.18702068	0.2980271
ATP5S	0.46082468	0.0425819
ATP5SL	0.29307662	0.0537071
ATP6	0.21006565	0.3762072
ATP6AP1	-0.32571106	0.1102597
ATP6AP1L	-0.38482761	0.1671853
ATP6AP2	-0.37833805	0.2044549
ATP6V0A1	-0.0439621	0.928864
ATP6V0A2	0.44515938	0.0487602
ATP6V0A4	-0.34421349	0.0750299
ATP6V0B	0.14285488	0.6862199
ATP6V0C	-0.14902954	0.4324614
ATP6V0D1	-0.01598548	0.9706992
ATP6V0D2	-0.18374525	0.3792987
ATP6V0E1	-0.44432077	0.1006381
ATP6V0E2	0.04141874	0.8722334
ATP6V0E2-AS1	0.06698713	0.7142402
ATP6V1A	0.20502758	0.6595244
ATP6V1B1	-0.60102607	0.4003135
ATP6V1B2	-0.38032016	0.0765616
ATP6V1C1	0.64157038	0.0159146
ATP6V1C2	-0.33778228	0.1657122
ATP6V1D	-0.43608713	0.0945311
ATP6V1E1	0.05775719	0.8666105
ATP6V1E2	-0.08542715	0.8056343
ATP6V1G1	-0.27288036	0.1473355
ATP6V1G2	-0.03674402	0.9143509
ATP6V1G3	0.01184268	0.9579535
ATP6V1H	0.19682665	0.407351
ATP7A	-0.64355517	0.3176054
ATP7B	-0.32257925	0.6431682
ATP8A1	-0.18542881	0.3570145
ATP8A2	-0.16440487	0.4797521
ATP8B1	1.32096998	0.000936
ATP8B2	-0.95244722	0.0003931
ATP8B3	-0.10434117	0.6391241
ATP8B4	0.04864063	0.9488506
ATP8B5P	-0.06785111	0.6983677
ATP9A	-0.36506143	0.0907775
ATP9B	-0.57562032	0.0021102
ATPAF1	0.41317292	0.0737612
ATPAF2	0.35049533	0.3090035
ATPIF1	0.46673498	0.0836383
ATR	0.77411786	0.0148632
ATRAID	0.28451214	0.3307856
ATRN	0.24882269	0.5679311
ATRNL1	0.08021779	0.5937592
ATRX	0.82710428	0.000593
ATXN1	-0.18989334	0.3903921
ATXN10	0.14271488	0.5707972
ATXN1L	0.29730444	0.1223564
ATXN2	0.64512776	0.0022166
ATXN2L	-0.17629633	0.3377504
ATXN3	1.68128932	0.0000759
ATXN3L	-0.15768552	0.2540143
ATXN7	0.33647518	0.185725
ATXN7L1	0.29999746	0.4476478
ATXN7L2	-0.01765127	0.9548155
ATXN7L3	-0.23283653	0.2466102
ATXN7L3B	-1.96337874	0.0000675
ATXN8OS	-0.07988424	0.6436957
AUH	0.21367751	0.4125618
AUNIP	0.29897241	0.3692731
AUP1	-0.00409966	0.9888464
AURKA	-0.14053745	0.3508905
AURKAIP1	0.17573242	0.2535922
AURKB	-0.13721042	0.5228591
AURKC	0.14521346	0.4707345
AUTS2	0.93571892	0.0056604
AVEN	0.46007585	0.16538
AVIL	0.22977371	0.1918503
AVL9	0.99944105	0.0006289
AVP	-0.28728085	0.0268983
AVPI1	0.12206125	0.6945343
AVPR1A	0.21061368	0.2136282
AVPR1B	-0.15608092	0.588289
AVPR2	-0.18648982	0.2885741
AWAT1	0.18192291	0.2830605
AXDND1	0.00936108	0.9588767
AXIN1	0.16155815	0.6003627
AXIN2	-0.22565564	0.2965297
AXL	-0.79934941	0.0581973
AZGP1	-0.11716414	0.5546397
AZGP1P1	0.03265152	0.9133509
AZI2	0.49613456	0.0768032
AZIN1	1.12487383	0.0572269
AZIN2	0.1304472	0.5397627
AZU1	-0.0019165	0.9959665
B2M	-0.30639596	0.0274624
B3GALNT1	0.4550738	0.2828009
B3GALNT2	0.26375675	0.2578446
B3GALT1	-0.03899107	0.859917
B3GALT2	0.0504652	0.7755352
B3GALT4	-0.10702591	0.7279983
B3GALT5	-0.21106651	0.3177221
B3GALT5-AS1	-0.0534555	0.7815675
B3GALT6	0.36134157	0.1402366
B3GAT1	-0.02447958	0.937314
B3GAT2	-0.4258696	0.0075169
B3GAT3	0.15122767	0.4346881
B3GLCT	0.21451159	0.5036288
B3GNT2	-0.73318224	0.0185541
B3GNT3	0.16097412	0.8325583
B3GNT4	-0.22655592	0.3417565
B3GNT5	-2.08821896	0.001961
B3GNT6	0.16175437	0.3991917
B3GNT7	-0.23523946	0.182609
B3GNT8	0.05576497	0.8514558
B3GNT9	0.21057406	0.4087501
B3GNTL1	0.16038175	0.4032986
B4GALNT1	0.0347713	0.8852956
B4GALNT2	0.04968414	0.8696775
B4GALNT3	-0.082901	0.6583484
B4GALNT4	0.08807416	0.6107072
B4GALT1	1.70850831	0.0003121
B4GALT2	-0.1481885	0.537239
B4GALT3	0.04411583	0.8177307
B4GALT4	-0.13418779	0.7162589
B4GALT5	0.15948143	0.441402
B4GALT6	0.56828899	0.0392657
B4GALT7	0.18437119	0.3627447
B4GAT1	0.18035278	0.5831154
B9D1	-0.13936434	0.43831
B9D2	-0.15845518	0.3603338
BAALC	0.51333875	0.1521683
BAALC-AS2	-0.08771451	0.7250691
BAAT	-0.2064899	0.2697232
BABAM1	0.28330898	0.1045952
BACE1	-0.50793529	0.0308539
BACE2	0.70478754	0.0752556
BACH1	0.15266585	0.6043956
BACH2	0.05855145	0.8462682
BAD	0.61765471	0.0019512
BAG1	-0.12860928	0.5727816
BAG2	-0.76927818	0.0099874
BAG3	0.12565517	0.5723091
BAG4	-0.73964143	0.0204113
BAG5	-0.54900895	0.0710889
BAG6	0.33202705	0.1216182
BAGE	-0.22410259	0.082453
BAHCC1	0.37929965	0.0530684
BAHD1	-0.09560537	0.7154685
BAIAP2	0.7688776	0.0114592
BAIAP2-AS1	0.61881184	0.0645582
BAIAP2L1	0.29777051	0.2811593
BAIAP2L2	-0.19507775	0.3471905
BAIAP3	-0.05550356	0.8303231
BAK1	0.26346583	0.2095637
BAMBI	-1.02769461	0.1042682
BANCR	-0.22238688	0.3944138
BANF1	0.10803051	0.7644883
BANF2	-0.11077657	0.533482
BANK1	-0.24003568	0.1847603
BANP	0.28225241	0.3797346
BAP1	0.14387569	0.6224421
BARD1	0.73344947	0.0645488
BARHL1	-0.07113399	0.7956081
BARX1	-0.01078591	0.9533902
BARX1-AS1	-0.12303462	0.582586
BARX2	0.05187779	0.7905479
BASP1	-0.17695589	0.5482606
BATF	-0.04188919	0.841612
BATF2	-0.06298804	0.8426356
BATF3	-0.52534619	0.0927917
BAX	-0.31836057	0.2035472
BAZ1A	-1.42158052	0.0008928
BAZ1B	-0.15381622	0.3225099
BAZ2A	0.41511068	0.1433707
BAZ2B	0.23104058	0.3063285
BBIP1	-0.46019401	0.0604237
BBOF1	-0.34133944	0.1437695
BBOX1	1.20510979	0.1486735
BBOX1-AS1	0.03319883	0.9351134
BBS1	0.32028436	0.2059668
BBS10	0.16877637	0.4662502
BBS12	0.0523067	0.8834407
BBS2	0.18765678	0.6140837
BBS4	-0.17794991	0.4790653
BBS5	-0.09500689	0.5830255
BBS7	0.08442235	0.5511244
BBS9	0.18871713	0.336858
BBX	-1.21498414	0.0014108
BCAM	0.12598443	0.6341916
BCAN	-0.11706381	0.5597943
BCAP29	-0.49208841	0.0313963
BCAP31	-0.08467398	0.7587736
BCAR1	0.85780751	0.0024386
BCAR3	0.47227268	0.2150245
BCAR4	0.01472702	0.9685032
BCAS1	-0.05813398	0.7754056
BCAS2	0.00576696	0.9901824
BCAS3	-0.06410503	0.7737208
BCAS4	-0.32063465	0.2108247
BCAT1	-0.40208369	0.2112863
BCAT2	0.51631661	0.1112866
BCCIP	0.25816717	0.1593754
BCDIN3D	-0.12335482	0.5928763
BCDIN3D-AS1	-0.11379223	0.4462203
BCHE	-0.03944898	0.8059666
BCKDHA	0.30434427	0.1862937
BCKDHB	0.45593242	0.0346697
BCKDK	0.14706907	0.5315601
BCL10	-0.29744043	0.1981579
BCL11A	-0.27806058	0.0891812
BCL11B	0.27494039	0.1061964
BCL2	0.42577467	0.2763218
BCL2A1	-0.16130696	0.4546218
BCL2L1	0.31378899	0.1188988
BCL2L10	-0.12678843	0.5373764
BCL2L11	0.59294071	0.0839723
BCL2L12	0.33932733	0.2347162
BCL2L13	-1.20720092	0.0059507
BCL2L14	0.22918038	0.119673
BCL2L15	-0.15992127	0.5086289
BCL2L2	0.25607882	0.3324522
BCL6	-1.15654096	0.0033667
BCL6B	0.23420839	0.3034819
BCL7A	0.08258577	0.7222742
BCL7B	-0.09839421	0.6477389
BCL7C	-0.00721292	0.9816569
BCL9	-0.2371953	0.2328837
BCL9L	0.76362305	0.0338751
BCLAF1	-2.54473973	0.0000555
BCO1	-0.1801147	0.5520618
