Gene	MayorLynn2011.FC	MayorLynn2011.p
LOXL3	1.41	0.35
LEPR	1.2	0.35
AGA	1.7	0.35
ZNF559	1.42	0.35
BST2	0.92	0.35
ZNF160	1.27	0.35
ZNF600	1.3	0.35
C9ORF9	1.68	0.35
CSEN	1.2	0.35
MAP6D1	1.67	0.35
SMAD6	0.61	0.35
ZNF439	2.36	0.35
OVGP1	0.82	0.35
BAGE5	0.81	0.35
PPP6C	0.96	0.35
MGC10911	1.68	0.35
NCOA4	0.95	0.35
SMUG1	0.86	0.35
AGGF1	1.92	0.35
XPO7	0.94	0.35
LOC51255	0.87	0.35
FUK	0.87	0.35
ARF1	1.01	0.35
GSK3A	0.93	0.35
OSBPL9	1.67	0.35
MUC15	0.76	0.35
GPC4	1.51	0.35
STAT5A	1.01	0.35
TXNDC9	1.59	0.35
TM2D2	1.77	0.35
PCSK7	1.05	0.35
FAM89A	1.24	0.35
GALNTL4	1.82	0.35
FLJ23584	1.61	0.35
PIGB	1.31	0.35
ZNF462	1.62	0.35
EXOSC1	1.38	0.35
NLK	1.49	0.35
UBE3C	1.32	0.35
SNRPB2	1.4	0.35
OGG1	1.2	0.35
SUMF1	1.25	0.35
P2RX7	0.97	0.35
TBC1D13	1.03	0.35
MGC2752	1.53	0.35
NDUFA12	1.34	0.35
PHF22	1.17	0.35
COPB2	1.15	0.35
LOC643057	1.16	0.35
TRAPPC6A	1.35	0.35
PRDX2	1.08	0.35
RNF31	1.43	0.35
LZTR1	1.13	0.35
RY1	1.54	0.35
FAM49B	1.4	0.35
OGFOD1	1.48	0.35
MDH1	1.21	0.35
WDR59	1.2	0.35
UXS1	1.66	0.35
MGC52110	1.42	0.35
DEF6	1.17	0.35
UBQLN4	1	0.35
GLTSCR1	1.07	0.35
ANAPC13	1.48	0.35
SRP19	1.42	0.35
PSMA2	1.36	0.35
PMPCA	1.08	0.35
ACMSD	1.15	0.35
LAMA5	1.28	0.35
CBR4	1.84	0.35
FRMD4A	1.27	0.35
PHKG2	1.47	0.35
HDAC6	1.25	0.35
AP1B1	1.08	0.35
GMNN	1.55	0.35
RASSF4	1.34	0.35
TRIP6	1.38	0.35
ELL	1.2	0.35
GRIN2C	1.09	0.35
LOC114984	1.29	0.35
CLK2	1.38	0.35
C1ORF57	1.28	0.35
APOL3	0.97	0.35
STAU2	1.45	0.35
PICALM	1.34	0.35
KIF1C	1.5	0.35
KIAA0241	1.32	0.35
C10ORF61	1.4	0.35
SEC23IP	1.41	0.35
IRX3	1.6	0.35
DUSP5	1.09	0.35
DNAH5	1.54	0.35
GAST	0.93	0.35
C19ORF29	1.3	0.35
MRPL54	1.28	0.35
VAV3	1.02	0.35
VIPR1	1.14	0.35
CLEC14A	0.92	0.35
SLIT3	1.6	0.35
XPO6	1.25	0.35
CUL7	1.09	0.35
MGC10334	1.14	0.35
CTSL2	1.36	0.35
PBXIP1	1.38	0.35
TNFAIP8	1.36	0.35
PNN	1.54	0.35
LRRC50	1.28	0.35
PLEKHB2	1.24	0.35
MAPRE3	1.32	0.35
NFIX	1.3	0.35
LOC653950	1.1	0.35
NDRG1	0.63	0.36
TAP1	0.94	0.36
CRISPLD2	1.26	0.36
CPXM	1.67	0.36
RECK	0.99	0.36
EDG2	1.14	0.36
SV2B	0.51	0.36
PARP10	1.14	0.36
TNFRSF10B	0.82	0.36
TXNRD2	1.43	0.36
ZNF25	1.55	0.36
PPP3CC	1.3	0.36
MAL2	1.89	0.36
MRPS6	1.24	0.36
LHPP	1.39	0.36
C7ORF27	0.86	0.36
DENND2A	1.12	0.36
ATXN3	1	0.36
PHF20	2.07	0.36
C14ORF122	1.22	0.36
DDX51	1.33	0.36
WSB1	1.34	0.36
PPP1R13B	1	0.36
LOC440157	1.16	0.36
PLAG1	1.28	0.36
LPIN2	1.17	0.36
EXTL1	0.59	0.36
HERC4	1.9	0.36
IARS	1.78	0.36
COQ10A	1.74	0.36
MCRS1	1.03	0.36
CEBPB	0.99	0.36
TTK	1.4	0.36
KIAA0494	1.45	0.36
MRPS26	1	0.36
MRPL27	1.12	0.36
NME2	1.31	0.36
RPL39	1.12	0.36
GCAT	1.59	0.36
SOX13	1	0.36
TMEM106B	1.52	0.36
ZNF91	2.05	0.36
PCBP4	1.2	0.36
CUL5	1.63	0.36
SENP3	1.01	0.36
TPR	1.29	0.36
CCDC16	1.41	0.36
TRFP	1.22	0.36
ELMO3	1.61	0.36
IRF2BP2	1.02	0.36
C9ORF7	1.36	0.36
MAGED2	1.33	0.36
ZNF644	1.47	0.36
MGC45840	1.09	0.36
TULP3	1.23	0.36
MIF4GD	1.23	0.36
PITPNB	1.35	0.36
AADACL1	1.27	0.36
ZFP3	1.3	0.36
FBXL12	1.4	0.36
ALG3	1.07	0.36
TBC1D22B	1.1	0.36
COX7A2	1.14	0.36
CTNNBL1	1.25	0.36
DEFB131	1.13	0.36
SPFH1	1.16	0.36
CBFA2T2	1.32	0.36
BBS1	1.51	0.36
RPP38	1.29	0.36
HOXA6	1.34	0.36
LSM7	1.3	0.36
TFAP2C	1.29	0.36
BCLAF1	1.47	0.36
YIPF2	1.08	0.36
CTDSPL	1.3	0.36
FAM98A	1.27	0.36
HCAP-G	1.29	0.36
DHDDS	1.28	0.36
DYRK1A	1.37	0.36
PKIG	1.25	0.36
MAPK7	1.44	0.36
TARBP1	1.87	0.36
TNIP2	1.12	0.36
RSBN1L	1.29	0.36
KUA-UEV	1.24	0.36
MASK	1.14	0.36
DDA1	1.18	0.36
PHLDA2	1.36	0.36
NCALD	1.33	0.36
MAPK8IP3	1.62	0.36
DSCR1	1.25	0.36
GIMAP6	0.97	0.36
SERPINF1	1.21	0.36
CXORF40A	1.09	0.36
NT5DC2	1.22	0.36
GIMAP5	0.96	0.36
TAF15	1.03	0.36
FCN1	0.45	0.36
CD209	0.89	0.36
TMC4	1.78	0.36
CTSG	0.84	0.36
LHB	1.27	0.36
SLC6A8	1.1	0.37
FAM46B	1.09	0.37
IL1B	1.5	0.37
IFIH1	1.45	0.37
LOC441294	0.8	0.37
RN7SK	1.05	0.37
DPYSL2	0.98	0.37
RHBDD1	1.13	0.37
ZDHHC9	0.93	0.37
TNFAIP3	1.66	0.37
COL6A3	1.4	0.37
WDR19	1.48	0.37
TICAM1	1.13	0.37
MYC	1.28	0.37
FEM1C	1.48	0.37
LOC400451	1.28	0.37
C17ORF61	1.23	0.37
PLEKHA9	1.5	0.37
CDC42SE2	1.85	0.37
FBN1	2.21	0.37
IFNAR1	1.45	0.37
DECR1	1.48	0.37
FCN3	0.48	0.37
HBA2	0.69	0.37
CEP135	2.11	0.37
KCNJ8	0.8	0.37
ACSS2	0.86	0.37
SKIV2L	0.91	0.37
DDX18	1.72	0.37
PKD2	1.99	0.37
MRPS33	1.69	0.37
BXDC5	1.66	0.37
PIGM	1.65	0.37
FLJ11000	0.91	0.37
UTP15	1.76	0.37
RBM7	1.75	0.37
RCL1	1.48	0.37
OSBP	1.14	0.37
SLC39A10	1.66	0.37
SBF2	1.61	0.37
RNF14	1.55	0.37
C12ORF62	1.01	0.37
H2AFY	1.19	0.37
GRHL2	1	0.37
EPS15	1.65	0.37
COMMD1	1.3	0.37
DPH2	1.31	0.37
NDUFA1	1.29	0.37
ILK	1.16	0.37
ALDH7A1	1.24	0.37
IHPK3	1	0.37
RNASEH1	1.43	0.37
SLC35F2	0.99	0.37
PAICS	1.43	0.37
PCF11	1.52	0.37
CTBP1	1.13	0.37
RNF170	2.01	0.37
TRIO	1.42	0.37
TPX2	1.04	0.37
FLJ20647	1.46	0.37
FABP4	0.64	0.37
AFG3L2	1.22	0.37
SFT2D3	1.29	0.37
GPR78	0.91	0.37
ARFIP1	1.12	0.37
VPS28	1.11	0.37
CHD4	1.17	0.37
C1ORF55	1.07	0.37
ZNF576	1.18	0.37
RIP	1.38	0.37
TSPYL1	1.21	0.37
QPRT	1.1	0.37
CDS2	1.26	0.37
COPB	1.4	0.37
C7ORF30	1.28	0.37
ZAK	1.68	0.37
TFPI	0.95	0.37
CXCL12	0.69	0.37
CUTA	1.26	0.37
C14ORF147	1.56	0.37
ARHGAP11A	1.28	0.37
DDX21	1.43	0.37
TMC6	0.91	0.37
C1ORF82	1.4	0.37
FLJ13273	1.17	0.37
TRAPPC1	1.16	0.37
ASAH1	1.21	0.37
AGPAT1	1.22	0.37
STARD7	1.25	0.37
CHURC1	1.96	0.37
LOC129531	1.53	0.37
SDCBP	1.19	0.37
HLA-DMB	0.95	0.37
RASSF2	1.23	0.37
LBR	0.99	0.37
FAM76B	1.53	0.37
TP53TG3	1.34	0.37
C10ORF26	1.25	0.37
PIGA	1.72	0.37
RAB28	1.43	0.37
FLJ23436	1.19	0.37
BAT3	1.14	0.37
SERPINB8	0.93	0.37
LILRB2	0.81	0.37
SLC7A4	1.03	0.37
GLCCI1	1.55	0.37
INSL4	1.24	0.37
IGFBP6	1.11	0.38
PRKCQ	1.08	0.38
VTCN1	0.54	0.38
SLAMF6	1.23	0.38
CCNG2	1.46	0.38
BATF	1.04	0.38
C10ORF47	1.06	0.38
FAP	1.6	0.38
KIAA0427	1.41	0.38
BNIP3L	1.55	0.38
ACVR1B	1	0.38
CCBL1	0.97	0.38
ZNF264	1.26	0.38
C17ORF53	1.21	0.38
FLJ20152	1.85	0.38
FADS1	1.54	0.38
ZNF537	1.54	0.38
RAGE	1.04	0.38
CD248	1.87	0.38
PANX1	2.18	0.38
CYCSL1	1.29	0.38
RNF113A	1.13	0.38
HLA-DRB1	0.32	0.38
KIAA1751	1.4	0.38
TNRC6B	1.28	0.38
ZADH1	1.46	0.38
FLJ21125	1.44	0.38
ANKRD38	1.56	0.38
GPR30	0.58	0.38
SGCB	1.96	0.38
NRCAM	1.72	0.38
ZNF271	2.31	0.38
SIRT4	0.88	0.38
RPN1	0.87	0.38
FLJ10726	1.65	0.38
PSMB6	0.95	0.38
TARS	1.75	0.38
RAB3GAP1	1.02	0.38
CBX7	1.5	0.38
EFTUD1	1.68	0.38
UCK2	0.85	0.38
EWSR1	1.05	0.38
YY1	1.46	0.38
BTBD7	1.38	0.38
MRPL15	1.41	0.38
NISCH	1.32	0.38
SLC44A2	0.96	0.38
NUP62	1.13	0.38
KIAA1970	1.44	0.38
CCDC72	1.5	0.38
MRPL35	1.33	0.38
FAM58A	1.05	0.38
TFAP2A	1.18	0.38
DHX34	1.15	0.38
PDCD6	1.19	0.38
PLEKHG3	1.06	0.38
ANAPC5	1.23	0.38
FBXW2	1.26	0.38
C2ORF28	1.04	0.38
ARPC2	1.16	0.38
PSMB7	1.07	0.38
RAB25	0.96	0.38
RPS12	1.15	0.38
LIG3	1.19	0.38
ARHGAP22	1.37	0.38
RFNG	1.22	0.38
C14ORF100	1.61	0.38
ARF4	1.15	0.38
ADCK2	1.12	0.38
GPATCH4	1.61	0.38
EML1	1.28	0.38
PCOLN3	1.29	0.38
CCDC59	1.58	0.38
CNOT6	1.28	0.38
C2ORF25	1.34	0.38
CHKB	1.17	0.38
SERINC1	1.47	0.38
C1ORF41	1.47	0.38
LOC93622	1.6	0.38
SNRP70	1.31	0.38
PTPRF	1.05	0.38
AVEN	1.37	0.38
ELP4	1.3	0.38
POLDIP2	1.32	0.38
ATP6V1H	1.46	0.38
FGR	0.82	0.38
ACOT7	1.09	0.38
CARKL	1.23	0.38
ZNF324	1.32	0.38
PLA2G5	0.79	0.38
CD2AP	1.58	0.38
NPAS2	1.63	0.38
PCOLCE2	1.06	0.38
LMNB2	1.02	0.38
PTPRD	1.63	0.38
KLHL3	1.6	0.38
ATXN7L2	1.22	0.38
CYYR1	1.02	0.38
MYO6	1.25	0.38
TSPAN33	1.03	0.38
FLJ10815	1.18	0.38
ARSD	1.39	0.38
INMT	1.19	0.38
FLJ45445	0.99	0.38
C1S	1.23	0.39
F3	1.31	0.39
RNF24	1.16	0.39
SSBP2	0.89	0.39
CYP51A1	1.36	0.39
ANKRD37	1.53	0.39
RAB8B	1.3	0.39
LRRC54	1	0.39
SULF2	1.14	0.39
ATP9A	1.16	0.39
CXCR6	1.65	0.39
ZNF499	1.01	0.39
LAMB2	1.3	0.39
FLJ21986	1.4	0.39
SLC2A10	1.68	0.39
SNRPN	1.07	0.39
TNFSF10	2.04	0.39
ZNF577	1.3	0.39
PLEKHC1	1.38	0.39
SPSB3	0.98	0.39
ABC1	1.32	0.39
PDPN	1.75	0.39
CDH11	1.99	0.39
PLA2G4B	1.33	0.39
CDR2	1.46	0.39
CBLB	0.56	0.39
ZFP90	1.76	0.39
HMBOX1	0.66	0.39
ZNF136	1.86	0.39
DNAJC10	1.86	0.39
EPS15L1	0.84	0.39
C14ORF140	0.77	0.39
RBM17	1.73	0.39
C18ORF10	1.85	0.39
MYO1B	1.5	0.39
ANKS1A	0.97	0.39
NS4ATP2	1.08	0.39
CPNE3	1.69	0.39
WBSCR22	1.08	0.39
SNRK	1.54	0.39
PKNOX1	1.44	0.39
CSNK2A1P	1.17	0.39
RAI14	1.14	0.39
ASB3	1.17	0.39
SRP54	1.42	0.39
LATS2	1.3	0.39
C14ORF166	1.59	0.39
CREB3	1.26	0.39
C12ORF41	1.27	0.39
ARHGEF7	1.27	0.39
HIST1H2BK	1.1	0.39
C12ORF45	1.46	0.39
LRP11	1.75	0.39
SC4MOL	1.54	0.39
ZNF593	1.27	0.39
HDCMA18P	1.76	0.39
BCDIN3	1	0.39
UBE2M	1	0.39
CTDSP2	1.22	0.39
MRPL20	1.36	0.39
RSU1	1.32	0.39
NACA	1.43	0.39
LLGL1	1.06	0.39
ABI2	1.24	0.39
ATP5G1	1.29	0.39
PLEKHH3	1.41	0.39
ITPK1	1.23	0.39
C3ORF17	1.41	0.39
ACTL6A	1.29	0.39
FLJ21820	1.12	0.39
NIFUN	1.28	0.39
PEG3	1.35	0.39
ACTR3	1.4	0.39
LMOD1	1.27	0.39
RANGAP1	1.19	0.39
TUBB4Q	1.09	0.39
CCDC28B	1.3	0.39
NCKAP1	1.45	0.39
DKFZP761I2123	1.22	0.39
MCFD2	1.54	0.39
SETD1A	1.37	0.39
DONSON	1.47	0.39
LOC440348	1.95	0.39
OVCA2	1.24	0.39
FGL2	0.94	0.39
OGFRL1	1.44	0.39
ADAMTS6	1.62	0.39
NKG7	1.62	0.39
PCDHGC4	1.1	0.39
LPL	2.1	0.39
DEFA3	0.76	0.39
EPB42	1.38	0.39
MAOB	1.06	0.4
LOC349136	0.64	0.4
FLJ43855	1.04	0.4
RCN3	0.88	0.4
CDKN2B	1.35	0.4
NCOA7	1.74	0.4
NPAL3	1.39	0.4
LOC401152	1.23	0.4
LYSMD4	0.77	0.4
FTHL11	1.79	0.4
ATP2B4	1.36	0.4
FAM57A	1.41	0.4
GSDMDC1	0.72	0.4
LASS6	1.5	0.4
OSBPL1A	1.7	0.4
TEX2	1.48	0.4
UNQ501	1.02	0.4
RPS23	1.75	0.4
PRKCDBP	0.96	0.4
ACVR2A	1.75	0.4
ZNF652	1.18	0.4
SNAPC1	1.2	0.4
EIF2S1	1.27	0.4
IL1F5	0.67	0.4
FLJ21827	2.04	0.4
FLJ21127	1.65	0.4
SNAP29	1.68	0.4
HEBP1	1.66	0.4
CALM1	0.89	0.4
HDAC1	0.99	0.4
PRKAR1A	0.98	0.4
UBE2J1	1.46	0.4
ATP6V0A1	1.04	0.4
GK2	1.02	0.4
FLJ12716	1.55	0.4
TLOC1	1.74	0.4
SERTAD4	0.95	0.4
WDR7	1.54	0.4
ZNF564	1.35	0.4
QRICH1	1.06	0.4
KIAA1147	1.61	0.4
DAP	1.45	0.4
DNAJB11	1.01	0.4
RNPC3	1.67	0.4
HIF1AN	1.08	0.4
CCT2	1.26	0.4
MAP2K7	1.15	0.4
ETF1	1.27	0.4
ZMAT2	1.32	0.4
TMEM32	1.43	0.4
RPLP1	1.08	0.4
NUDT3	1.3	0.4
OBFC2A	1.73	0.4
BRPF1	1.08	0.4
SCYL1BP1	1.7	0.4
SPHK2	1.24	0.4
C20ORF7	1.56	0.4
SF3B1	1.43	0.4
AK3	1.26	0.4
C14ORF130	1.09	0.4
NUPL2	1.66	0.4
SF3B5	1.27	0.4
CRR9	1.29	0.4
SUMO3	1.19	0.4
RWDD1	1.54	0.4
BPNT1	1.24	0.4
RNUT1	1.18	0.4
ORMDL2	1.17	0.4
PSME2	1.15	0.4
TMEM18	1.7	0.4
GTF2B	1.32	0.4
C3ORF54	1.33	0.4
CLSTN1	1.34	0.4
MKL2	1.07	0.4
STK10	1.11	0.4
STRN3	1.35	0.4
NIFIE14	1.28	0.4
TIAL1	1.23	0.4
ZNF416	1.39	0.4
PRKAR2A	1.4	0.4
PREP	1.02	0.4
C9ORF89	1.26	0.4
G6PD	1.23	0.4
NUDT18	1.68	0.4
CRY2	1.4	0.4
MNAT1	1.34	0.4
DYNC1H1	1.07	0.4
C20ORF55	1.01	0.4
ZNHIT4	1.09	0.4
PCDH12	0.96	0.4
CYHR1	1.63	0.4
SLC39A9	1.26	0.4
PCMTD2	1.35	0.4
GMFG	1.13	0.4
MKNK1	1.57	0.4
FPRL2	0.88	0.4
FBXO3	1.49	0.4
SLC16A10	1.31	0.4
MYL4	0.98	0.4
HBM	1.85	0.4
ANG	0.81	0.41
TMEM16A	0.81	0.41
CITED2	1.36	0.41
SDC4	1.23	0.41
TIMP3	1.14	0.41
STAT1	1.18	0.41
NUPR1	1.29	0.41
P8	1.29	0.41
RGS2	1.48	0.41
DNASE2	1.16	0.41
NAV2	1.25	0.41
WDR41	1.65	0.41
TRPM4	0.73	0.41
WDR75	1.34	0.41
PFKFB3	1.15	0.41
RHOQ	1.37	0.41
RNUXA	1.58	0.41
PGM5	0.78	0.41
TCEA3	1.95	0.41
SETDB2	1.46	0.41
MRPL17	1.01	0.41
NENF	1.09	0.41
FNBP1L	1.64	0.41
SPG7	1.07	0.41
SH3YL1	1.56	0.41
ATXN1	1.35	0.41
GCN5L2	1.2	0.41
UGCGL2	1.65	0.41
GNA13	1.96	0.41
IBTK	1.98	0.41
PGLYRP4	0.69	0.41
RANBP5	1.77	0.41
ANKRD50	1.76	0.41
GOLGB1	1.67	0.41
TINF2	0.91	0.41
R3HDM2	1.49	0.41
LOC387921	1.75	0.41
KCTD18	2.03	0.41
DNAI2	1.39	0.41
KLF13	1.53	0.41
BXDC2	1.6	0.41
RPS19BP1	0.97	0.41
ZBTB33	1.59	0.41
COX7B	1.54	0.41
GOLT1B	1.61	0.41
HSP90AB1	1.02	0.41
KIAA0446	1.21	0.41
SNX11	1.1	0.41
HEXB	0.9	0.41
LOC649946	1.6	0.41
ABTB1	1.12	0.41
C14ORF169	1.54	0.41
SAPS3	1.32	0.41
HSPA4	1.34	0.41
KIAA0892	0.99	0.41
CKLF	1.4	0.41
CALM3	0.99	0.41
PARL	1.34	0.41
MUTYH	1.19	0.41
KIAA0143	1.24	0.41
STARD3	1.01	0.41
ZNF694	1.27	0.41
PIN1	1.17	0.41
SMARCC1	1.15	0.41
ZMYND19	1.25	0.41
YBX1	1.25	0.41
MPV17	1.17	0.41
C9ORF30	1.55	0.41
ZNF689	1.46	0.41
TCEB1	1.48	0.41
UBQLN1	1.31	0.41
EBNA1BP2	1.13	0.41
MFSD3	0.99	0.41
NME3	1.44	0.41
TIMM23	1.26	0.41
SNRPG	1.24	0.41
SLC40A1	1.43	0.41
CHCHD8	1.3	0.41
C17ORF71	1.05	0.41
TOLLIP	1.24	0.41
ZNF650	1.16	0.41
CHMP1B	1.23	0.41
NME4	1.4	0.41
GTSE1	1	0.41
SLC33A1	1.22	0.41
MTO1	1.41	0.41
UBE2Z	1.12	0.41
MGC19604	1.15	0.41
CSF2RA	1.22	0.41
SHC1	1.23	0.41
MFSD1	1.21	0.41
FTO	1.23	0.41
MRPL42	1.47	0.41
BAIAP2	1.39	0.41
C1ORF106	1.63	0.41
JUNB	1.21	0.41
GAS8	1.09	0.41
AGTRAP	1.27	0.41
C1ORF31	1.37	0.41
SHE	1.11	0.41
TAGLN2	1.17	0.41
MPI	1.23	0.41
SNTB1	1.11	0.41
TRPV2	1.17	0.41
C8ORF42	1.15	0.41
DCXR	1.4	0.41
INHA	0.92	0.41
C20ORF160	1.02	0.41
E2F2	1.19	0.41
SLAMF1	1.71	0.41
DEFA1	0.72	0.41
LDHA	1.06	0.42
MAFB	1.35	0.42
GPBAR1	0.84	0.42
GALNT6	1.35	0.42
TMEM98	1.19	0.42
MXRA7	1.17	0.42
VKORC1	1.11	0.42
SQRDL	1.19	0.42
SETBP1	1.07	0.42
TPST1	1.55	0.42
ZC3HAV1	1.33	0.42
RAFTLIN	1.01	0.42
LOC147808	0.86	0.42
SNF8	1.04	0.42
RUFY3	1.18	0.42
REXO4	1.02	0.42
C14ORF80	1.12	0.42
TNFSF14	1.24	0.42
ZHX3	1.31	0.42
PLDN	1.43	0.42
ARHGAP21	1.45	0.42
SLC5A8	1.37	0.42
MME	2.41	0.42
SNFT	1.25	0.42
RAI1	1.43	0.42
ZNF480	1.94	0.42
ZCRB1	2.12	0.42
GSDM1	0.63	0.42
C1ORF96	0.74	0.42
TXNDC13	0.74	0.42
C9ORF102	1.81	0.42
CCL3	0.69	0.42
RASSF6	1.84	0.42
TMEM70	1.92	0.42
FLJ36748	1.55	0.42
LRRC8A	0.91	0.42
C14ORF32	1.5	0.42
FJX1	1.99	0.42
BGLAP	0.92	0.42
STATIP1	1.4	0.42
ALG8	1.07	0.42
PDHB	1.11	0.42
YIPF3	1.03	0.42
TNK2	1.04	0.42
CCS	1.27	0.42
COG4	1.05	0.42
OXSM	1.32	0.42
ATPIF1	1.36	0.42
DCTN2	1.1	0.42
TMEM57	1.36	0.42
FAM26C	1.01	0.42
GPRASP2	1.54	0.42
TNRC6A	1.65	0.42
COQ10B	1.29	0.42
CCT8	1.34	0.42
ZNF16	1.32	0.42
SDCCAG33	1.27	0.42
KIAA0152	1.01	0.42
ZNF212	1.14	0.42
DSCR5	1.65	0.42
H2AFJ	1.25	0.42
FAM48A	1.56	0.42
RHEB	1.16	0.42
CAP1	1.16	0.42
C9ORF25	1.02	0.42
C6ORF48	1.4	0.42
STARD3NL	1.48	0.42
LOC400506	1.36	0.42
TAB3	1.22	0.42
C1ORF109	1.14	0.42
DCI	1.47	0.42
CUTC	1.54	0.42
IRAK1	1.15	0.42
GOT2	1.14	0.42
DIP13B	1.13	0.42
TANC1	1.21	0.42
LOC84661	1.27	0.42
RPL37A	1.23	0.42
MAPKAP1	1.27	0.42
POP4	1.48	0.42
SDHA	1.18	0.42
PDGFB	1.24	0.42
C20ORF155	1.29	0.42
VARS	1.05	0.42
ROM1	1.25	0.42
XRCC1	1.11	0.42
CXYORF3	1.19	0.42
RAD23A	1.13	0.42
CDC45L	1.2	0.42
GPAM	1.47	0.42
HIBCH	1.14	0.42
GOLPH4	1.56	0.42
TARDBP	1.75	0.42
MBD6	1.22	0.42
IGSF4	1.29	0.42
GBGT1	1	0.42
JAG1	1.17	0.42
RNASE6	1.16	0.42
RNPEPL1	1.15	0.42
HAMP	0.91	0.42
FLJ20699	1.23	0.42
LGALS9	1.32	0.42
FLJ22746	1.24	0.42
GP9	0.73	0.42
HLA-DOA	0.57	0.42
MGC26718	1.42	0.42
GABRB1	1.71	0.42
MGC33692	0.76	0.43
CAMK2N1	1.32	0.43
LOC112714	0.57	0.43
PRICKLE2	1.21	0.43
FTHL12	1.61	0.43
IGFBP3	1.43	0.43
C16ORF34	1.29	0.43
C14ORF135	1.85	0.43
SEMA3A	1.84	0.43
ZNF175	1.21	0.43
FZD9	1.29	0.43
WDR74	1.14	0.43
ZNF415	2.06	0.43
EIF2AK4	1.17	0.43
LAMC3	1.24	0.43
PPIL3	1.62	0.43
BA16L21.2.1	1.89	0.43
BCAT1	2.49	0.43
FAM102A	2.77	0.43
DCLRE1A	1.77	0.43
CAST	1.78	0.43
GCLM	1.68	0.43
JUND	0.96	0.43
TEGT	0.98	0.43
MTMR9	1.63	0.43
PDPR	1.7	0.43
GRINL1A	0.99	0.43
MGC5509	0.96	0.43
LOC150763	1.47	0.43
SPIN	0.9	0.43
TXNL1	1.52	0.43
MESDC1	1.02	0.43
DNAJB6	1.03	0.43
KIF21A	0.97	0.43
C10ORF38	0.8	0.43
FLJ41131	1.23	0.43
LYK5	1.36	0.43
TMEM60	1.46	0.43
SRA1	1.19	0.43
DKFZP762E1312	1	0.43
CACYBP	1.04	0.43
LANCL2	1.25	0.43
RPL27A	1.14	0.43
FAU	1.19	0.43
BMP2K	1.29	0.43
RPL7	1.59	0.43
TCERG1	1.41	0.43
RAB11FIP5	0.96	0.43
C14ORF159	1.26	0.43
UCHL5	1.59	0.43
RAB6IP1	1.12	0.43
QP-C	1.24	0.43
CLNS1A	1.49	0.43
COG3	1.46	0.43
SRP72	1.37	0.43
RGAG4	1.15	0.43
LUC7L2	0.97	0.43
SPPL3	1.51	0.43
NCL	1.14	0.43
EGFL6	1.21	0.43
C14ORF172	1.02	0.43
PRR6	1.19	0.43
QSER1	1.32	0.43
TEF	1.64	0.43
CNOT4	1.25	0.43
LRRC42	1.21	0.43
ITGB4BP	1.15	0.43
KIAA0523	1.49	0.43
HNRPLL	1.24	0.43
C6ORF108	1.35	0.43
SMYD4	1.5	0.43
NAPG	1.18	0.43
KIF13B	1.28	0.43
RABEP1	1.49	0.43
RHOT2	1.26	0.43
MRPS30	1.43	0.43
NPAL1	0.78	0.43
AFF2	1.36	0.43
BCAP31	1.18	0.43
ARFGAP1	1.38	0.43
POLR3D	1.24	0.43
IER5L	1.44	0.43
USP30	1.09	0.43
HMOX1	0.99	0.43
MON2	1.25	0.43
TGM2	1.16	0.43
POLD1	1.6	0.43
VRK3	1.17	0.43
MRPL30	1.28	0.43
HISPPD2A	1.29	0.43
ENDOG	1.24	0.43
CPZ	1.23	0.43
HHEX	1.33	0.43
SDPR	1.03	0.43
FCGBP	1.23	0.43
GNLY	1.8	0.43
APOBEC2	0.93	0.43
LOC653600	0.69	0.43
C1R	1.68	0.44
KCTD11	1.22	0.44
PPP1R15A	0.94	0.44
F11R	1.19	0.44
GBP2	1.16	0.44
YWHAQ	1.39	0.44
ZCCHC7	1.21	0.44
LOC389541	1.03	0.44
LOC201175	0.82	0.44
UPP1	1.02	0.44
ZFAND2A	1.08	0.44
KRTCAP2	0.91	0.44
PFKFB4	1.19	0.44
RAP80	1.28	0.44
C17ORF70	1.17	0.44
IFT74	1.8	0.44
SLC15A3	0.84	0.44
LOC130355	2.2	0.44
IL1RAP	0.82	0.44
SUOX	1.47	0.44
SLC9A8	1.67	0.44
ZNF671	1.49	0.44
TMEM101	0.95	0.44
KCNJ2	1.41	0.44
AXIIR	1.54	0.44
TAX1BP3	1	0.44
TBC1D4	1.52	0.44
USP33	1.05	0.44
LOC644615	1.36	0.44
TJP1	1.35	0.44
LOC91137	1.59	0.44
TMPRSS6	2.86	0.44
TK2	1.72	0.44
PRDX1	1	0.44
HPS5	1.34	0.44
ZC3H3	1	0.44
MGST2	1.12	0.44
PNPO	1.31	0.44
EIF2C1	1.44	0.44
HSD17B2	0.79	0.44
SPEN	1.21	0.44
UBR2	1.24	0.44
MAOA	1.05	0.44
CWF19L2	1.67	0.44
CXORF38	1.2	0.44
MAPKAPK5	1.36	0.44
PLEKHA7	1.36	0.44
C16ORF56	1.4	0.44
TMEM93	1.26	0.44
ZCCHC17	1.31	0.44
NAV1	1.61	0.44
TMEM170	1.17	0.44
TAF6L	1.29	0.44
PSME1	1.18	0.44
TMEM39A	1.34	0.44
UBAP1	1.06	0.44
CDK4	1.39	0.44
RIOK2	1.55	0.44
AKT1	1.23	0.44
KIAA0376	1.21	0.44
POLA1	1.34	0.44
DDX1	1.25	0.44
LNX2	1.27	0.44
WARS	0.84	0.44
ARHGEF17	1.07	0.44
