Gene	Ackerman2015.log2FC	Ackerman2015.padj
ZNF443	-0.450221463	0.330569616
DCST1	-0.449574366	NA
TMEM171	-0.449261989	NA
BPI	-0.449237896	NA
BTN3A2	-0.449207028	0.352957791
FGF7	-0.449089677	0.741842074
COL13A1	-0.448904841	NA
BATF2	-0.448765982	0.67520699
TRIM16	-0.448758921	0.232440646
CHIC1	-0.447806798	0.368802442
NPNT	-0.446667187	0.563213371
SERP2	-0.446663294	0.781780515
IYD	-0.446363012	0.717773959
CCM2L	-0.446204341	0.239357598
GYPE	-0.445932734	NA
RNF150	-0.445734851	0.715957252
FAM111B	-0.445371066	0.749680218
SELL	-0.445021065	0.320894469
CNTN4	-0.444848444	0.171712387
CNDP1	-0.444283435	NA
AICDA	-0.443998165	0.781780515
TRIM66	-0.443895472	0.130451353
NHS	-0.443686998	0.440599079
NTF3	-0.443488944	0.834439283
VGLL2	-0.443226311	NA
TSHZ1	-0.44294286	0.195361925
MEST	-0.442725949	0.205255191
GDF7	-0.442572591	NA
NDUFA4L2	-0.442495874	0.465450798
XRCC6BP1	-0.442293387	0.71370804
ALAS2	-0.442017924	0.757625446
IZUMO1	-0.441935459	NA
CD47	-0.441449276	0.132211654
PKIA	-0.441280469	0.717136354
WNT11	-0.440884414	0.728296859
ASIC3	-0.439863845	0.741842074
SS18L2	-0.43976375	0.459496136
MUC16	-0.43946917	0.85440557
SEMA3C	-0.439250888	0.467422383
DHX58	-0.43875195	0.469624741
SERPINI2	-0.438509056	NA
KIAA1524	-0.438295705	0.620729922
SDC2	-0.438268333	0.110710794
SLC7A2	-0.438130549	0.242885299
C4orf32	-0.438057375	0.335489509
MAPT	-0.437980728	0.513126801
D2HGDH	-0.437599526	0.117241728
PELI1	-0.437420928	0.137357295
SLA2	-0.43729461	0.822093702
SH2B3	-0.437196964	0.05099765
PDE4B	-0.437138064	0.563213371
PTPRN2	-0.43657251	0.619630504
PLS1	-0.436511497	0.681636317
DACT1	-0.436369259	0.571272187
IFIT2	-0.436120871	0.519444719
APOM	-0.436098844	NA
WDR93	-0.435972303	0.834768946
LGR6	-0.435258376	0.826681764
PGR	-0.435032282	0.697068531
ARIH2OS	-0.43485394	0.726564836
PPFIA2	-0.434746884	NA
SLCO3A1	-0.434530573	0.752896915
OLFML1	-0.43441349	0.750228644
ADAMTS13	-0.433927904	0.752896915
TMEM220	-0.433833974	0.700328223
XKR9	-0.433004465	0.29539597
CFP	-0.433001404	0.752896915
CCDC33	-0.432438209	0.741842074
NCF2	-0.432420331	0.676982273
LXN	-0.431841428	0.676992267
GBP4	-0.431652682	0.157356094
A4GALT	-0.431634579	0.629493597
WSCD1	-0.431471245	0.218870381
DGAT2	-0.431266973	0.821003604
KCNE1L	-0.431133428	0.765939618
DMRTA1	-0.431103979	NA
FSTL5	-0.430733466	NA
XAGE5	-0.430724117	NA
ZC2HC1B	-0.430605102	NA
CDA	-0.430559485	0.783877133
TMEM132E	-0.430511969	NA
SULT1C4	-0.430327783	0.578857971
KATNBL1	-0.430070891	0.697730068
TBX4	-0.429607667	0.655480252
GPR3	-0.429362406	NA
C1QTNF9B	-0.429350385	NA
ZNF502	-0.428740059	0.625811349
FGFR3	-0.428687875	0.57354769
BRSK2	-0.428457185	NA
SOX7	-0.428450418	0.65281104
SLC4A10	-0.42826771	NA
TRIM32	-0.427606241	0.260961889
OAF	-0.427242783	0.749680218
EXOC6	-0.427190427	0.117241728
CLEC4F	-0.427174009	NA
IL17B	-0.426924153	NA
ZP3	-0.425818707	0.85307128
RNF224	-0.425656164	0.820853237
LHX6	-0.425200988	0.771474805
GSTT1	-0.424751129	0.842054954
MAB21L2	-0.424526098	NA
C3orf14	-0.424189467	0.752896915
C5orf64	-0.423923062	0.637384033
LILRA1	-0.423741309	0.812163286
GPR153	-0.42356134	0.621744897
SLC26A4	-0.423324634	0.781780515
SLC22A17	-0.423166897	0.416181673
FAM184B	-0.422701783	NA
COL6A5	-0.422593372	0.855327301
DTX1	-0.422585699	0.857432639
DEFB1	-0.422581561	NA
ARL5A	-0.422544422	0.157356094
ABCC2	-0.422167479	0.517052862
LIN7A	-0.422115325	0.48420657
RPA3	-0.422112387	0.444186061
LAMP3	-0.42207009	0.725259119
C3orf58	-0.421584413	0.373460074
PCNXL2	-0.421455787	0.635344815
CD300E	-0.42137668	0.811804441
LDLRAD4	-0.421348026	0.517876361
FBXO39	-0.420930137	NA
TIGIT	-0.420852221	NA
TMEM229B	-0.420726342	0.668800182
CCR7	-0.420663597	0.827790035
CXorf22	-0.420544189	NA
PFN4	-0.419941766	NA
RNASEL	-0.419474151	0.213168275
FOXD2	-0.419219062	NA
FPGT	-0.418908616	0.477517467
CLDN8	-0.418896991	0.772371491
C14orf178	-0.418197204	0.778954662
SERPINI1	-0.418159136	0.470059433
NLGN1	-0.418000059	0.683900127
LRRC8B	-0.41780824	0.495948994
TNFRSF11B	-0.417685116	0.849986061
LYSMD2	-0.416651047	0.58695646
SLC15A1	-0.416405926	0.697068531
RASD2	-0.416280095	NA
SLC44A1	-0.416277759	0.501446942
KIAA1751	-0.416072303	0.688696654
NKAIN2	-0.415908756	NA
BEND6	-0.415143297	0.849986061
ASAH2	-0.415063164	NA
TREML4	-0.414015062	NA
IL4I1	-0.413896359	0.823479912
VWF	-0.413664876	0.46449341
KIAA1257	-0.413583557	NA
PSG7	-0.412836418	0.857790126
CCDC30	-0.41279893	0.575921487
MMP25	-0.412770705	0.805550854
CCDC121	-0.412404657	0.436972148
RP1L1	-0.412088903	NA
ZNF197	-0.412039609	0.393139175
ATP2B3	-0.411903149	NA
NR1D2	-0.411900542	0.72402921
TRAM1L1	-0.41146522	0.849986061
RGS5	-0.411440677	0.772056422
LRRC29	-0.411347767	0.688149422
OR8G5	-0.411140282	NA
VSIG10L	-0.410937034	0.852775757
GBP3	-0.410894053	0.551053054
AMACR	-0.410870425	NA
OLFM2	-0.410771144	0.786157843
KRT1	-0.410555986	0.861012074
ARHGEF10L	-0.410478624	0.523074391
DNAH3	-0.40987568	0.809118336
CSHL1	-0.409337488	0.710784832
FAM221A	-0.409311622	0.781780515
CCDC83	-0.408898929	NA
TMEM218	-0.408746019	0.399503004
SEC14L3	-0.408713916	0.846230111
SH2D3C	-0.40864775	0.282141817
NRXN2	-0.408631008	0.771345575
IDO1	-0.408575006	0.564898838
EXPH5	-0.408534544	0.306231766
ABCB9	-0.408297768	0.690004384
PDE7B	-0.40816192	0.517052862
CLDN5	-0.408149611	0.401231914
GABRB1	-0.407819363	0.854690363
RDH12	-0.407663116	NA
SH3RF2	-0.407216228	NA
LRRN1	-0.407184072	0.863399423
GRM1	-0.407099308	NA
TRAF3IP3	-0.406886499	0.846230111
ORC1	-0.40640402	0.659095707
MYH2	-0.40638272	NA
ZNF35	-0.406127371	0.483116577
UNC5D	-0.405680179	NA
ALDH5A1	-0.405646809	0.205255191
PAK3	-0.405644434	0.622831857
ANKRD30A	-0.40540195	0.864157409
BCDIN3D	-0.405316491	0.48961503
ARHGEF28	-0.40502729	0.854690363
TMEM51	-0.40496277	0.478769482
ETV1	-0.404816422	0.682370318
CTNNA3	-0.404742759	0.863109418
EEF1E1	-0.404630202	0.663412269
TRIM9	-0.403788765	0.846230111
PCDH10	-0.403416097	0.737359536
PPP1R3C	-0.403186781	0.730180066
TCL1A	-0.402841975	NA
CYP24A1	-0.402654221	0.860762685
RAPGEFL1	-0.402560044	0.570920985
ADM5	-0.402103633	0.817037996
SLC14A1	-0.401965831	0.781780515
OR2AE1	-0.401732936	NA
WNT2B	-0.401584645	0.325767859
SPNS2	-0.401567685	0.440599079
NELL2	-0.401384535	NA
ICAM3	-0.401129777	0.648068635
TRIAP1	-0.400757824	0.266800545
EID2	-0.40073357	0.202293891
GZMA	-0.400625512	NA
PLAC1	-0.40046845	0.121205783
TRIM51	-0.400333128	NA
ANKRD22	-0.400183759	0.852775757
CRB1	-0.400086092	NA
IL22RA2	-0.400033583	0.836533373
DYRK2	-0.399751119	0.069163003
STRADB	-0.399704306	0.124320253
RWDD3	-0.399198095	0.584697097
C15orf56	-0.399129313	0.839731269
AGAP7	-0.398826659	NA
SLC22A1	-0.398309226	NA
CLDN2	-0.398260579	NA
CPT1B	-0.397688002	0.815865366
SLC22A2	-0.397537742	NA
TMC7	-0.397493124	0.306874071
CHAT	-0.397128144	0.868301914
HIBCH	-0.397080626	0.205255191
ALOX12	-0.39706072	NA
TM4SF18	-0.397048158	0.770873614
AGPAT9	-0.397035175	0.691418015
TSPAN18	-0.396818975	0.610419475
RAB3C	-0.396676671	NA
PTPRR	-0.396604937	0.868301914
DRD5	-0.396532233	NA
ARMCX1	-0.396240485	0.745228448
MARCKSL1	-0.395657858	0.137357295
FAM9C	-0.395566861	NA
RABL2A	-0.395148183	NA
KLF4	-0.39513856	0.636345771
C1orf216	-0.394463948	0.788561539
SRPX2	-0.394312595	0.621744897
MOB4	-0.394049	NA
PCP2	-0.394033786	NA
FNDC9	-0.39383477	NA
ITPKA	-0.393387052	NA
KIAA1462	-0.393356097	0.154116463
TMEM138	-0.392981683	0.344485258
CADPS2	-0.392577495	0.343008421
BCL2	-0.39250614	0.299090614
ELK3	-0.391718216	0.517876361
CHODL	-0.391687792	0.170301394
MEIG1	-0.391508583	NA
TMEM56-RWDD3	-0.391105613	NA
HIGD1B	-0.390932747	0.631335693
SESN3	-0.390888361	0.577935018
TMEM229A	-0.39060515	NA
PLSCR2	-0.390521521	NA
PIGF	-0.390516195	0.11223951
MECOM	-0.390400414	0.073883369
DCX	-0.390262881	0.741842074
NTNG1	-0.39018803	0.853767656
C12orf56	-0.39003575	0.849986061
TRPC5	-0.389941319	NA
NCKAP5	-0.389933655	0.657109774
RBP3	-0.389754599	NA
CD34	-0.389726581	0.445583378
PCDHB8	-0.389395887	NA
AZU1	-0.388915212	NA
HIST1H2AD	-0.388748495	NA
GRAP	-0.388422572	0.567638226
LANCL3	-0.388052448	NA
CCDC116	-0.388009199	0.805550854
B4GALNT2	-0.387971448	NA
FSIP1	-0.387917421	0.85621068
CPXM2	-0.387867436	0.880705413
GPR68	-0.387551187	0.712007838
CENPI	-0.386835033	0.672130092
C9orf72	-0.386654415	0.472058463
SERPINA5	-0.386535179	NA
CKLF	-0.386509554	0.672130092
ZNF781	-0.38645026	0.717712385
SCN11A	-0.386330712	0.728296859
STAC3	-0.386313796	0.741842074
OR2G6	-0.38630433	NA
HIPK4	-0.386053939	NA
LSP1	-0.385734621	0.636345771
RGN	-0.38567874	0.732243177
C7orf63	-0.385657964	0.846230111
OR10J3	-0.38545132	NA
MYH11	-0.384627686	0.741842074
GPNMB	-0.384605142	0.821413046
LGR5	-0.38415554	0.65260371
PSG4	-0.383908838	0.875923422
EPCAM	-0.383599237	0.857432639
NOSTRIN	-0.383343274	0.295333601
PTPRD	-0.383007673	0.182375592
SLC6A13	-0.382884014	NA
HRSP12	-0.38284776	0.717136354
LDLRAD2	-0.382800755	NA
PFKFB1	-0.382528932	NA
SLC15A5	-0.382503974	NA
SLC36A3	-0.382102478	NA
FMOD	-0.381739058	0.73357127
ARRDC4	-0.38165247	0.56976799
CASQ2	-0.381463651	NA
CDK11A	-0.380948751	0.809118336
GUCY1A3	-0.380901655	0.641845177
PLS3	-0.380833893	0.367669893
AKR1B10	-0.380440353	0.794884014
GAPT	-0.380119161	0.864634776
CALR3	-0.379824373	NA
UBE2J1	-0.379768146	0.012864143
CYP2U1	-0.379638531	0.741335965
CMTM2	-0.379428576	NA
HSPA12A	-0.379422746	0.672224148
SDK2	-0.379382253	0.812163286
MREG	-0.379361005	0.324439674
GOLGA8A	-0.379225841	0.781780515
CACNA1F	-0.37920726	NA
MYCT1	-0.379075889	0.558454967
NUDT17	-0.378837889	0.846588254
C1QTNF6	-0.378638747	0.578857971
PCDHB10	-0.378596471	0.860143606
SCIMP	-0.378558379	0.717712385
GDPD4	-0.378283364	NA
CATSPER4	-0.377872113	NA
MIOS	-0.377858384	0.029725504
KIAA1024L	-0.377856773	NA
TTLL1	-0.37767184	0.747589379
PDP1	-0.377575492	0.217571065
PLAU	-0.377203744	0.717136354
XKRX	-0.377179018	0.744258147
SPIN4	-0.376834932	0.285412416
APOC3	-0.376602625	NA
GEMIN2	-0.376543722	0.674076803
VASH1	-0.376448169	0.48961503
P4HA3	-0.376403858	0.875923422
42251	-0.376205822	0.579070409
ITK	-0.376120393	NA
ZNF823	-0.37601254	0.131775537
GLCCI1	-0.375691456	0.490510554
TAGLN3	-0.375645107	NA
CHRNB1	-0.375421243	0.368802442
CCDC87	-0.375331959	NA
RFK	-0.375023246	0.619152265
CBWD6	-0.374717808	0.874901105
ADHFE1	-0.374598889	0.442208456
MRPL39	-0.374527481	0.509808348
ATP2A3	-0.374518339	0.749680218
C1orf112	-0.374329956	0.295333601
RGS3	-0.374268098	0.174340638
MMRN1	-0.374166243	0.827790035
LGALS4	-0.373755259	0.776126414
PAQR5	-0.373574776	0.787318167
C14orf159	-0.372942319	0.402954594
DLL4	-0.372655298	0.713510114
THSD1	-0.372588752	0.309913226
SPAG5	-0.372451417	0.242777833
SLC17A5	-0.372369095	0.429022226
PDK2	-0.372167358	0.807934173
GALNT4	-0.371816553	NA
PGS1	-0.371712437	0.012153791
SNX32	-0.371705267	NA
ZNF624	-0.371651417	0.135135461
LIN7B	-0.371231769	0.846230111
CYP19A1	-0.371136857	0.405424245
SLC35B3	-0.371098996	0.025780337
C3orf67	-0.370824069	0.852270402
SAMD14	-0.370117195	0.867806232
RFWD3	-0.370100483	0.040075349
PYHIN1	-0.369946727	NA
TENM2	-0.369922016	NA
ZNF554	-0.369812985	0.741842074
NUDT13	-0.36979634	0.781557989
NMUR1	-0.369647357	0.622831857
NT5E	-0.369365825	0.621867622
TRIM34	-0.369164832	0.774130522
CIITA	-0.368807688	0.615886048
TUB	-0.36874715	0.810452599
ILDR2	-0.368345701	0.449037812
FAM180B	-0.368138392	NA
RNF165	-0.367671598	NA
ABCG4	-0.367514673	NA
C20orf203	-0.367378356	0.65281104
GRIP2	-0.366938727	0.767026349
GRM7	-0.366805011	NA
STX1B	-0.366682557	0.687111513
KCTD20	-0.366310641	0.202293891
CXCL2	-0.366263271	0.873264864
FCRLA	-0.366036846	NA
MCTP1	-0.365955127	0.642649267
HMGCS2	-0.36573407	0.891354256
VANGL2	-0.365562703	0.754402551
PRDM6	-0.365454456	0.717712385
POPDC3	-0.365019255	NA
PPFIA3	-0.365010539	0.807297185
DMKN	-0.364777593	NA
TMSB15B	-0.36473718	NA
GPR35	-0.36461999	0.846230111
NLRC5	-0.364375225	0.440599079
TRPM6	-0.36419033	0.214515873
ICAM2	-0.364146028	0.510577279
VN1R1	-0.364094859	0.728218063
USP29	-0.364056769	NA
PTPN7	-0.364053263	NA
CTXN1	-0.363658681	NA
RAPSN	-0.363542044	0.85621068
RTN4R	-0.363447421	0.889807995
AQP3	-0.363194203	0.894009736
SCHIP1	-0.363064181	NA
CMBL	-0.363038056	0.57110327
CC2D2B	-0.362839718	0.86160129
SLC26A8	-0.362666001	NA
ACAT2	-0.36264376	0.572829247
CGNL1	-0.362457578	0.192283606
MYBL2	-0.362291696	0.733688032
TCTN1	-0.362095001	NA
ZNF391	-0.362054424	0.856744806
TNN	-0.361786211	NA
TMEM8B	-0.361620518	0.447832919
INPP1	-0.361540656	0.544169894
TEX11	-0.361456533	0.863614483
SUSD3	-0.361310022	0.870252708
TRIM2	-0.36109864	0.567638226
LIPE	-0.360864012	0.772005163
TSHR	-0.360822555	NA
GPAT2	-0.360687038	0.891055526
TRPC6	-0.360354745	0.416432958
FMNL3	-0.360268124	0.239357598
LY6K	-0.360193174	0.854690363
PDE4D	-0.359915247	0.563213371
RAB37	-0.359649336	0.844905783
MAGEA3	-0.359559622	NA
PRCD	-0.359362266	0.863109418
TRAIP	-0.359284547	0.863109418
GPR124	-0.359104793	0.53442739
ATF3	-0.359025094	0.377999234
SMIM5	-0.358975197	0.655154095
CYYR1	-0.358391069	0.371246018
ICT1	-0.358356928	0.500899012
GLS2	-0.358251068	NA
C2orf66	-0.358040137	NA
TRIM46	-0.358034123	0.852270402
GYPA	-0.357977664	0.875923422
LRRC20	-0.357966978	0.852270402
C6orf58	-0.357930586	NA
NEK11	-0.35777319	0.880705413
IFIT5	-0.3572687	0.336374325
ZNF799	-0.357196257	0.459301929
SMOC2	-0.357067766	0.784869914
CCSER1	-0.357015156	0.677886668
GBP2	-0.356458676	0.509079527
MBLAC2	-0.356390948	0.686439418
MST1R	-0.356088467	0.854690363
MMACHC	-0.356003998	0.717712385
RAB9B	-0.355818759	NA
COL20A1	-0.355636884	NA
IL17RB	-0.355428516	NA
HAL	-0.355397645	NA
BPHL	-0.355395604	0.598679114
ZNF556	-0.354562459	NA
FAM71D	-0.354551248	NA
PKD1L1	-0.353811982	0.768568942
DUSP6	-0.353607413	0.136369397
FLJ44313	-0.353525039	NA
CYP2S1	-0.353424099	0.85621068
TP73	-0.353422304	0.897272976
SYPL2	-0.353384779	0.897272976
TMEM140	-0.352786866	0.455725913
PTPRU	-0.352245523	0.517876361
NOXO1	-0.352210063	NA
SEMA6A	-0.351980096	0.517052862
GPR27	-0.35188033	NA
FAS	-0.351645331	0.741842074
PARS2	-0.351617824	0.697068531
ITGB6	-0.35146355	0.860687516
SLC41A2	-0.351268053	0.563213371
TFPI	-0.351266384	0.684265413
KIFC3	-0.351260408	0.250003864
SLC45A4	-0.351232315	0.484632326
KLK14	-0.351182495	NA
FOXF1	-0.350718545	0.676982273
HSF5	-0.350599141	0.833451836
CLIC5	-0.350235108	0.447832919
ZNF521	-0.350127649	0.670159927
NEIL2	-0.350013321	0.743373695
MTRNR2L4	-0.349674052	0.834261423
HLA-DRB1	-0.349478291	0.840652556
SCO2	-0.349409443	0.767343716
UBXN8	-0.34914077	0.386611458
ARMC4	-0.349129751	0.870324775
TACSTD2	-0.349062548	0.849937558
XKR8	-0.349029828	0.625762155
CCNB2	-0.348872828	0.732620886
ALPK1	-0.348678843	0.137883455
FITM1	-0.348542071	NA
ULBP3	-0.348541505	NA
DPF3	-0.348263646	0.876365431
RTEL1	-0.348169626	0.834439283
ARL5C	-0.347948903	NA
NR4A2	-0.347602209	0.870528991
EPHB2	-0.347466244	0.807338515
SAA2	-0.347457348	0.83033747
CHRNA1	-0.34688023	NA
LPHN3	-0.346735151	0.519033412
C12orf45	-0.346726338	0.836988539
MSMP	-0.346615601	NA
BUB1B	-0.346613039	0.745873257
FEZ2	-0.346556866	0.192283606
DPRX	-0.346536252	NA
METTL5	-0.346322863	0.334354987
MGP	-0.346248759	0.575921487
CCL8	-0.346173307	0.878096105
DSG3	-0.345905958	0.718171951
ABLIM3	-0.345537389	0.48961503
CCDC144A	-0.345377477	0.878952849
CNST	-0.345352132	0.200782247
DIRAS1	-0.345076865	NA
CX3CR1	-0.345058686	0.870151018
IQCK	-0.344890942	0.526303492
CXCL11	-0.344697638	0.891055526
PI3	-0.344396994	NA
EOMES	-0.34409495	NA
NR1D1	-0.344004618	0.874901105
MROH8	-0.343933517	0.744584074
FBXW10	-0.343737621	NA
HTR3C	-0.343244952	NA
GOLGA6L10	-0.343027959	NA
SLC25A35	-0.342972851	0.817510107
VWA5A	-0.342936212	0.48961503
FAM81A	-0.342731433	NA
CYP2B6	-0.342682745	0.872499265
TTLL10	-0.34265649	0.875923422
STEAP1B	-0.342621025	NA
PTPN4	-0.342486615	0.069163003
FAM163B	-0.342475733	NA
42255	-0.342328849	0.159072805
ZMYND15	-0.342302979	0.875923422
CAP2	-0.342287768	0.104956247
TG	-0.341943291	0.860143606
LRRC16B	-0.341928307	NA
MYH7B	-0.341691439	NA
LRRC6	-0.341616509	0.860143606
GGH	-0.341589995	0.690602837
PF4	-0.341555601	0.886774589
RPS6KL1	-0.341524758	0.810022127
DCBLD1	-0.341502468	0.575921487
C12orf10	-0.341418114	0.65384891
CPEB3	-0.34132035	0.668800182
FAM118A	-0.341292153	0.839019438
HIST1H4L	-0.341242855	0.851313261
GBP7	-0.341222404	NA
CD80	-0.341167924	NA
C6orf226	-0.340780106	0.889794858
TRDN	-0.34043957	NA
LCLAT1	-0.340109915	0.675909704
PDLIM4	-0.340053935	0.740798026
F8	-0.340047142	0.772290774
OR52L1	-0.339981176	NA
DNAJC22	-0.339828029	0.697730068
FAM72B	-0.339671312	NA
MYLK	-0.339270763	0.710302257
BMPER	-0.339057049	0.804763408
LDLRAD3	-0.339039036	0.881503382
BAK1	-0.338958428	0.466338167
FABP4	-0.338895895	0.85716344
SLC22A15	-0.338883369	0.696596126
EPHA1	-0.338721179	0.741842074
VSTM4	-0.338695223	0.441344565
MST4	-0.338434748	0.376958708
SNX22	-0.338323204	0.555067897
CSNK2A3	-0.337824468	NA
S100A12	-0.337624254	0.87878785
KCNS1	-0.337348222	NA
TMEM39B	-0.337087	0.252097269
NPAS2	-0.337016723	0.416404237
C1QTNF3	-0.336915826	0.728596984
EMB	-0.336755572	0.752896915
LRR1	-0.33608725	0.717739643
HRASLS	-0.335574273	NA
AP1S2	-0.335532706	0.45615586
42064	-0.335422731	0.633453182
ARPP21	-0.335381119	NA
SSTR3	-0.335381119	NA
OR14I1	-0.335381119	NA
GUCY2C	-0.335381119	NA
LYPLA1	-0.335192543	0.395731475
C5orf63	-0.33488799	0.637178458
CST7	-0.334870621	NA
KIF2C	-0.334652649	0.700328223
ZNF239	-0.334520401	0.898307646
MEF2C	-0.334376287	0.208479939
C17orf102	-0.334348406	NA
NUDT6	-0.334200249	0.858349261
BCL6B	-0.334035445	0.741842074
C7orf76	-0.333771023	NA
NLRP14	-0.333467351	NA
DNASE1L2	-0.333255825	0.875923422
HMGCLL1	-0.333058006	0.73357127
LRRC55	-0.332951481	0.884578023
CD24	-0.332778829	0.728296859
MYO1G	-0.332710025	0.839731269
NHLRC3	-0.33266263	0.286702495
PHLDB3	-0.332656739	0.863614483
ZFP2	-0.332257985	0.495251293
TMCC3	-0.331845518	0.501446942
GPR88	-0.3317153	NA
NBEAL2	-0.331673154	0.603760906
RPE65	-0.3315617	NA
CXorf36	-0.331518949	0.541598543
KCNK10	-0.331473062	NA
RUVBL1	-0.331218422	0.46449341
AFMID	-0.331119724	0.2875705
CEP85	-0.331020323	0.622831857
ICK	-0.331010202	0.347347042
CYP2A13	-0.330989941	NA
ANO3	-0.330866552	NA
RSPH6A	-0.33085519	NA
CLDN11	-0.330518848	0.781780515
PRSS21	-0.330405111	NA
DAGLA	-0.330349436	0.842168148
DAK	-0.330262739	0.485611503
PSG9	-0.330188904	0.907705586
BCHE	-0.330159847	NA
RPIA	-0.329908919	0.535880672
ISG20	-0.329765202	0.797107919
YBX2	-0.329512923	NA
DDO	-0.329095155	0.883625399
RASSF3	-0.329072077	0.298649324
CYTL1	-0.329004021	0.829726495
GRID2	-0.328902725	NA
LARP1B	-0.328725678	0.314491321
HSPB8	-0.328559372	0.619900209
FAM69B	-0.328044438	0.531415621
OTX1	-0.328002714	NA
CACHD1	-0.327869514	0.376958708
CXorf23	-0.32751016	0.299090614
AGTR1	-0.327203902	0.577935018
PECAM1	-0.32718698	0.267106584
SIX3	-0.327165779	NA
PCDHA7	-0.327165779	NA
SI	-0.327165779	NA
RPP21	-0.327165779	NA
RFX4	-0.326725118	NA
ZBTB18	-0.32666695	0.347347042
GRTP1	-0.326580324	0.57354769
PRAM1	-0.325999812	0.881503382
ABCG5	-0.325924507	NA
EXTL2	-0.325726106	0.492409378
TNFRSF4	-0.325577704	0.883625399
NR4A1	-0.325257121	0.854690363
FDXACB1	-0.32511948	0.716630556
TREML2	-0.324838159	0.854165022
BAIAP3	-0.324767425	0.807934173
G6PC	-0.324682572	0.848290847
HIST1H4H	-0.324485105	0.648068635
SCRN3	-0.324469687	0.497230531
BAG2	-0.324416979	0.627554688
NANOGNB	-0.324410057	NA
C2orf61	-0.32426195	NA
HES7	-0.324200959	NA
PRKCDBP	-0.324175375	0.713213414
TSPAN6	-0.324153375	0.49936485
TMCC2	-0.324052626	0.840223296
EDIL3	-0.3239364	0.883625399
ROBO4	-0.323803089	0.752896915
RHPN1	-0.323788909	0.867735092
CES1	-0.323753827	0.902257929
PBK	-0.323482774	0.859786811
ARMCX5	-0.323233702	0.784869914
TNFRSF19	-0.323153073	0.676982273
RARB	-0.322921186	0.633453182
SRCRB4D	-0.322873594	0.907705586
FUT1	-0.322805733	0.398186865
COL9A1	-0.322719564	NA
ALAD	-0.322711763	0.306231766
WDSUB1	-0.322648643	0.525078671
CDH7	-0.322584916	NA
CPA4	-0.322363709	0.669217394
FAM19A2	-0.322229121	0.879618021
C11orf65	-0.32200478	NA
ZC3H12A	-0.321791746	0.778954662
ZNF774	-0.321337327	0.856744806
KRT4	-0.321292432	NA
KRTAP5-4	-0.321266744	NA
GPLD1	-0.321046464	0.568987279
FRMPD4	-0.321020613	NA
DSCC1	-0.32080476	0.863614483
APOL3	-0.320725574	0.622831857
OR2A2	-0.320345164	NA
TAS2R46	-0.320299536	0.85440557
CDK6	-0.320173469	0.353634368
ADAMTS9	-0.320032349	0.668800182
FOXL1	-0.320019733	NA
SNRNP48	-0.319936751	0.367098347
ERCC8	-0.319901887	0.592170124
SIGLEC6	-0.319786393	0.857518334
FOXP3	-0.319711384	NA
MSR1	-0.319516613	0.848290847
SLC27A2	-0.319500189	0.771474805
ANKRD35	-0.319415566	NA
KATNAL2	-0.319243913	0.896883711
AMPD1	-0.319236832	NA
IL36RN	-0.319144409	0.730180066
ARHGEF26	-0.318658119	0.65281104
MANSC1	-0.318374461	0.674076803
ST6GAL2	-0.318145297	0.846230111
EPB41L2	-0.318053625	0.112324212
CLEC2D	-0.318051285	0.713628321
KRT38	-0.317969257	NA
INA	-0.317836664	NA
PRKCQ	-0.317834333	NA
KIAA1755	-0.317678251	0.897272976
TSEN15	-0.317551416	0.622831857
RASA3	-0.317404202	0.698127914
ZNF396	-0.317382995	0.897272976
SOX14	-0.317292337	0.846230111
NLGN4Y	-0.317245583	0.874901105
C12orf74	-0.317149128	NA
RGSL1	-0.317149128	NA
TTC30A	-0.317145158	0.801004668
ARHGEF40	-0.317109389	0.572829247
PCBP4	-0.316857941	0.697730068
CDPF1	-0.316838979	0.776126414
PSG3	-0.316822977	0.78513643
NPHP1	-0.31665783	0.85440557
C1orf101	-0.316629599	0.86160129
SYCP3	-0.316488511	NA
LCNL1	-0.316481001	NA
JMJD7	-0.316266777	0.785808836
CLDN9	-0.316216187	0.890297087
PRKRIP1	-0.316147178	NA
HLF	-0.316066811	0.771105151
RAD51AP1	-0.316051214	0.834753854
SPRED1	-0.316002966	0.345948192
SLC10A6	-0.315983517	0.7703353
ZNF286B	-0.315962634	0.715306024
SLC38A11	-0.315815974	NA
ZNF732	-0.315810069	0.85621068
NCEH1	-0.315379159	0.314871131
VCAN	-0.315222866	0.708978488
CDK5R1	-0.315181229	0.819308415
CCR5	-0.315085902	NA
CHAF1B	-0.315066819	0.70894056
SFTPD	-0.314686709	NA
CYS1	-0.314678455	NA
TRIM45	-0.314615486	0.697730068
SLC25A30	-0.314433822	0.776268151
SYCP2L	-0.314360357	0.755543756
MFNG	-0.314113482	0.360056659
KCND1	-0.314059978	0.863614483
NBPF9	-0.313724946	NA
TMEM176B	-0.313293981	0.668800182
ACTC1	-0.313162964	0.919064265
OBSL1	-0.313043758	0.719647857
TMEM241	-0.312844668	0.477658066
CASP10	-0.312721503	0.320838761
KCNG1	-0.312294901	0.826681764
ZSCAN4	-0.311673996	0.686439418
STARD3NL	-0.311585757	0.424134402
FOS	-0.311584302	0.85621068
MTRNR2L8	-0.311367486	0.525078671
RARRES3	-0.311062727	0.822506905
LPHN2	-0.310753599	0.474245589
ZFAND1	-0.310449214	0.174340638
CASP8	-0.309966	0.335489509
